Entity,Number ID,Coat color,Gender,Father,Mum,D.O.B,D.O.D,Cause of death,Censored,Lifespan (days),Code,Name Treatment,Drug Treatment,Cage,Position,,Blood,Batch,Current Age,month,Dead age or alive,month,1,1.5,2,3,4,4.5,5,6,8,10,12,14,15,17,18,Pups total,Pups euthanized,Weaning date,Weaning days,Males,Females,Dead
MOU001132,432,Agouti,Female,MOU000059,MOU000016,19-Oct-22,,,,475,1A,Rapamycin | 14 ppm,MDR000023,93,R004A_H08,,,E_2022_42_CEB,475,15.6,475,15.6,15.8,18.1,20.3,22.0,24.7,25.1,25.5,26.5,30.1,31.2,33.7,34.1,34.9,,,11,1,9-Nov-2022,21,2,8,0
MOU001133,433,Black,Female,MOU000059,MOU000016,19-Oct-22,,,,475,1A,Rapamycin | 14 ppm,MDR000023,94,R004A_H09,,,E_2022_42_CEB,475,15.6,475,15.6,15.3,17.5,19.6,21.6,22.8,23.4,23.9,27.1,29.9,30.8,35.3,35.8,36.5,,,11,1,9-Nov-2022,21,2,8,0
MOU001134,434,Black,Female,MOU000059,MOU000016,19-Oct-22,,,,475,1A,Rapamycin | 14 ppm,MDR000023,76,R004A_H05,,,E_2022_42_CEB,475,15.6,475,15.6,14.9,17.0,19.1,22.8,27.2,26.2,25.2,30.3,40.5,46.5,48.6,50.6,50.3,,,11,1,9-Nov-2022,21,2,8,0
MOU001135,435,Light,Male,MOU000083,MOU000048,26-Oct-22,12-Jun-23,Fighting,1,229,,,,40,,,,E_2022_42_CEB,468,15.3,229,7.5,22.5,26.4,30.3,38.7,43.7,44.8,45.8,45.0,,,,,,,,13,7,16-Nov-2022,21,4,2,1
MOU001136,436,Light,Male,MOU000083,MOU000048,26-Oct-22,,,,468,1A,Rapamycin | 14 ppm,MDR000023,42,R001B_G09,,,E_2022_42_CEB,468,15.3,468,15.3,21.5,25.1,28.7,33.7,39.2,40.7,42.1,38.9,46.3,49.3,50.0,51.3,50.9,,,13,7,16-Nov-2022,21,4,2,0
MOU001137,437,Black,Male,MOU000083,MOU000048,26-Oct-22,,,,468,0Z,Canagliflozin | 180 ppm,MDR000024,41,R001B_F10,,,E_2022_42_CEB,468,15.3,468,15.3,17.7,20.7,23.6,28.5,31.7,35.6,39.5,42.3,44.6,45.9,47.1,48.0,46.3,,,13,7,16-Nov-2022,21,4,2,0
MOU001138,438,Black,Male,MOU000083,MOU000048,26-Oct-22,30-Dec-23,Fighting,1,430,1A,Rapamycin | 14 ppm,MDR000023,44,R001B_G10,,,E_2022_42_CEB,468,15.3,430,14.1,19.8,23.8,27.7,34.8,39.1,41.2,43.2,43.6,47.6,41.6,47.3,48.9,,,,13,7,16-Nov-2022,21,4,2,1
MOU001139,439,Agouti,Female,MOU000083,MOU000048,26-Oct-22,,,,468,1D,,,100,R004B_J09,,,E_2022_42_CEB,468,15.3,468,15.3,18.9,20.2,21.4,24.3,24.9,27.2,29.4,31.8,43.1,48.5,50.6,55.2,57.2,,,13,7,16-Nov-2022,21,4,2,0
MOU001140,440,Agouti,Female,MOU000083,MOU000048,26-Oct-22,,,,468,1D,,,100,R004B_J09,,,E_2022_42_CEB,468,15.3,468,15.3,15.9,17.4,18.8,26.1,28.1,31.6,35.1,35.1,40.7,43.2,44.3,47.8,46.3,,,13,7,16-Nov-2022,21,4,2,0
MOU001141,1,Light,Male,MOU000052,MOU000027,07-Nov-22,,,,456,1F,,,1,R004B_L01,,,E_2022_45_CEB,456,15.0,456,15.0,24.0,27.0,29.9,33.6,37.8,39.0,40.1,41.7,45.7,47.8,49.7,37.1,,,,12,2,28-Nov-2022,21,3,7,0
MOU001142,2,Light,Male,MOU000052,MOU000027,07-Nov-22,,,,456,1H,,,2,R004B_N01,,,E_2022_45_CEB,456,15.0,456,15.0,24.6,26.9,29.1,35.6,38.5,38.4,38.2,39.4,39.9,41.8,43.9,47.7,,,,12,2,28-Nov-2022,21,3,7,0
MOU001143,3,Agouti,Male,MOU000052,MOU000027,07-Nov-22,11-Dec-22,Small,1,34,,,,3,,,,E_2022_45_CEB,456,15.0,34,1.1,,,,,,,,,,,,,,,,12,2,28-Nov-2022,21,3,7,1
MOU001144,4,Light,Female,MOU000052,MOU000027,07-Nov-22,,,,456,1F,,,51,R003B_J01,,,E_2022_45_CEB,456,15.0,456,15.0,18.4,21.1,23.7,26.4,31.3,33.0,34.6,41.7,50.0,54.0,53.9,56.9,,,,12,2,28-Nov-2022,21,3,7,0
MOU001145,5,Light,Female,MOU000052,MOU000027,07-Nov-22,,,,456,1G,,,52,R003B_K01,,,E_2022_45_CEB,456,15.0,456,15.0,20.5,22.6,24.7,30.1,36.8,39.7,42.6,47.4,53.6,57.0,58.6,59.0,,,,12,2,28-Nov-2022,21,3,7,0
MOU001146,6,Light,Female,MOU000052,MOU000027,07-Nov-22,,,,456,1J,,,101,R003B_N10,Original 53,,E_2022_45_CEB,456,15.0,456,15.0,19.3,20.7,22.0,27.2,29.4,29.8,30.2,35.6,39.9,43.4,45.8,48.0,,,,12,2,28-Nov-2022,21,3,7,0
MOU001147,7,Agouti,Female,MOU000052,MOU000027,07-Nov-22,,,,456,1I,,,54,R003B_M01,,,E_2022_45_CEB,456,15.0,456,15.0,20.0,21.5,22.9,28.5,35.3,37.8,40.3,42.5,46.7,52.6,57.3,57.3,,,,12,2,28-Nov-2022,21,3,7,0
MOU001148,8,Agouti,Female,MOU000052,MOU000027,07-Nov-22,,,,456,1G,,,55,R003B_K02,,,E_2022_45_CEB,456,15.0,456,15.0,16.0,17.4,18.7,22.0,27.2,27.0,26.7,29.8,39.1,44.7,48.5,46.4,,,,12,2,28-Nov-2022,21,3,7,0
MOU001149,9,Agouti,Female,MOU000052,MOU000027,07-Nov-22,,,,456,1J,,,56,R003B_N01,,,E_2022_45_CEB,456,15.0,456,15.0,19.1,22.7,26.2,30.0,35.1,36.9,38.6,41.0,48.0,47.3,50.1,48.4,,,,12,2,28-Nov-2022,21,3,7,0
MOU001150,10,Black,Female,MOU000052,MOU000027,07-Nov-22,,,,456,1F,,,51,R003B_J01,,,E_2022_45_CEB,456,15.0,456,15.0,18.2,19.8,21.4,23.6,26.4,28.6,30.8,32.9,41.1,46.9,48.7,45.6,,,,12,2,28-Nov-2022,21,3,7,0
MOU001151,11,Light,Male,MOU000097,MOU000034,07-Nov-22,,,,456,1I,,,4,R004B_P01,,,E_2022_45_CEB,456,15.0,456,15.0,20.9,24.1,27.3,34.2,37.9,39.6,41.2,41.7,44.1,46.1,48.9,49.3,,,,10,0,28-Nov-2022,21,5,5,0
MOU001152,12,Agouti,Male,MOU000097,MOU000034,07-Nov-22,24-Aug-23,Found dead,0,290,1H,,,5,R004B_N02,,,E_2022_45_CEB,456,15.0,290,9.5,22.4,26.6,30.7,39.0,43.5,44.4,45.2,47.6,50.1,,,,,,,10,0,28-Nov-2022,21,5,5,1
MOU001153,13,Agouti,Male,MOU000097,MOU000034,07-Nov-22,,,,456,1G,,,6,R004B_M01,,,E_2022_45_CEB,456,15.0,456,15.0,22.0,27.3,32.6,42.9,47.1,48.1,49.0,49.0,53.3,55.2,56.9,58.0,,,,10,0,28-Nov-2022,21,5,5,0
MOU001154,14,Agouti,Male,MOU000097,MOU000034,07-Nov-22,,,,456,1F,,,1,R004B_L01,,,E_2022_45_CEB,456,15.0,456,15.0,23.0,26.5,30.0,34.2,40.6,42.4,44.1,44.6,48.1,48.3,49.2,45.8,,,,10,0,28-Nov-2022,21,5,5,0
MOU001155,15,Black,Male,MOU000097,MOU000034,07-Nov-22,,,,456,1H,,,2,R004B_N01,,,E_2022_45_CEB,456,15.0,456,15.0,21.4,24.0,26.5,29.0,30.9,32.3,33.6,33.5,35.5,35.1,34.9,36.7,,,,10,0,28-Nov-2022,21,5,5,0
MOU001156,16,Light,Female,MOU000097,MOU000034,07-Nov-22,,,,456,1G,,,52,R003B_K01,,,E_2022_45_CEB,456,15.0,456,15.0,21.5,23.8,26.0,32.4,36.7,39.5,42.2,47.3,55.3,59.5,65.9,69.9,,,,10,0,28-Nov-2022,21,5,5,0
MOU001157,17,Brown,Female,MOU000097,MOU000034,07-Nov-22,,,,456,1H,,,53,R003B_L01,,,E_2022_45_CEB,456,15.0,456,15.0,17.3,19.1,20.8,23.9,28.5,28.6,28.6,31.2,35.9,41.0,47.8,47.1,,,,10,0,28-Nov-2022,21,5,5,0
MOU001158,18,Agouti,Female,MOU000097,MOU000034,07-Nov-22,,,,456,1I,,,54,R003B_M01,,,E_2022_45_CEB,456,15.0,456,15.0,16.5,18.2,19.9,23.4,24.7,25.0,25.3,30.5,33.6,41.0,41.6,43.0,,,,10,0,28-Nov-2022,21,5,5,0
MOU001159,19,Agouti,Female,MOU000097,MOU000034,07-Nov-22,,,,456,1G,,,55,R003B_K02,,,E_2022_45_CEB,456,15.0,456,15.0,17.1,18.9,20.6,23.8,27.9,27.6,27.3,32.2,38.7,41.7,42.5,41.5,,,,10,0,28-Nov-2022,21,5,5,0
MOU001160,20,Agouti,Female,MOU000097,MOU000034,07-Nov-22,,,,456,1J,,,56,R003B_N01,,,E_2022_45_CEB,456,15.0,456,15.0,19.2,19.9,20.6,23.1,24.5,24.5,24.4,27.4,27.6,28.5,30.0,33.6,,,,10,0,28-Nov-2022,21,5,5,0
MOU001161,21,Light,Male,MOU000099,MOU000037,07-Nov-22,11-Dec-22,Small,1,34,,,,3,,,,E_2022_45_CEB,456,15.0,34,1.1,,,,,,,,,,,,,,,,12,2,28-Nov-2022,21,6,4,1
MOU001162,22,Light,Male,MOU000099,MOU000037,07-Nov-22,,,,456,1I,,,4,R004B_P01,,,E_2022_45_CEB,456,15.0,456,15.0,22.0,25.1,28.2,35.4,40.9,42.9,44.8,47.8,49.2,53.2,55.0,55.5,,,,12,2,28-Nov-2022,21,6,4,0
MOU001163,23,Agouti,Male,MOU000099,MOU000037,07-Nov-22,,,,456,1H,,,5,R004B_N02,,,E_2022_45_CEB,456,15.0,456,15.0,24.5,27.7,30.8,34.9,39.9,42.7,45.4,47.9,51.9,52.7,46.5,53.6,,,,12,2,28-Nov-2022,21,6,4,0
MOU001164,24,Agouti,Male,MOU000099,MOU000037,07-Nov-22,,,,456,1G,,,6,R004B_M01,,,E_2022_45_CEB,456,15.0,456,15.0,17.9,20.5,23.1,27.5,30.2,31.7,33.2,35.0,39.5,41.5,43.9,43.4,,,,12,2,28-Nov-2022,21,6,4,0
MOU001165,25,Agouti,Male,MOU000099,MOU000037,07-Nov-22,,,,456,1F,,,1,R004B_L01,,,E_2022_45_CEB,456,15.0,456,15.0,22.8,26.3,29.7,37.3,41.7,43.1,44.5,45.0,50.0,52.7,53.6,42.7,,,,12,2,28-Nov-2022,21,6,4,0
MOU001166,26,Black,Male,MOU000099,MOU000037,07-Nov-22,,,,456,1H,,,2,R004B_N01,,,E_2022_45_CEB,456,15.0,456,15.0,22.6,26.3,29.9,35.4,38.5,40.5,42.4,44.7,45.9,43.9,43.8,49.9,,,,12,2,28-Nov-2022,21,6,4,0
MOU001167,27,Agouti,Female,MOU000099,MOU000037,07-Nov-22,,,,456,1I,,,99,R003B_M10,Original 51,,E_2022_45_CEB,456,15.0,456,15.0,17.1,19.2,21.2,25.9,29.9,31.6,33.3,35.0,40.4,44.7,48.9,51.1,,,,12,2,28-Nov-2022,21,6,4,0
MOU001168,28,Agouti,Female,MOU000099,MOU000037,07-Nov-22,,,,456,1G,,,52,R003B_K01,,,E_2022_45_CEB,456,15.0,456,15.0,16.4,17.8,19.2,21.0,25.6,27.4,29.2,29.3,34.2,41.0,39.8,40.0,,,,12,2,28-Nov-2022,21,6,4,0
MOU001169,29,Agouti,Female,MOU000099,MOU000037,07-Nov-22,,,,456,1H,,,53,R003B_L01,,,E_2022_45_CEB,456,15.0,456,15.0,18.6,19.7,20.7,25.1,27.1,28.1,29.0,29.1,37.2,41.3,43.2,44.6,,,,12,2,28-Nov-2022,21,6,4,0
MOU001170,30,Black,Female,MOU000099,MOU000037,07-Nov-22,,,,456,1I,,,54,R003B_M01,,,E_2022_45_CEB,456,15.0,456,15.0,17.3,19.5,21.7,29.2,32.6,34.1,35.6,36.7,41.2,43.9,44.8,46.5,,,,12,2,28-Nov-2022,21,6,4,0
MOU001171,31,Light,Male,MOU000077,MOU000042,07-Nov-22,11-Dec-22,Small,1,34,,,,3,,,,E_2022_45_CEB,456,15.0,34,1.1,,,,,,,,,,,,,,,,11,1,28-Nov-2022,21,6,4,1
MOU001172,32,Agouti,Male,MOU000077,MOU000042,07-Nov-22,,,,456,1I,,,4,R004B_P01,,,E_2022_45_CEB,456,15.0,456,15.0,22.8,25.2,27.6,33.3,37.7,38.8,39.9,41.7,44.1,44.7,45.9,46.9,,,,11,1,28-Nov-2022,21,6,4,0
MOU001173,33,Agouti,Male,MOU000077,MOU000042,07-Nov-22,,,,456,1H,,,5,R004B_N02,,,E_2022_45_CEB,456,15.0,456,15.0,20.1,23.4,26.6,30.2,31.9,33.1,34.3,37.3,41.6,42.1,37.6,43.9,,,,11,1,28-Nov-2022,21,6,4,0
MOU001174,34,Agouti,Male,MOU000077,MOU000042,07-Nov-22,,,,456,1G,,,6,R004B_M01,,,E_2022_45_CEB,456,15.0,456,15.0,24.4,28.5,32.5,42.4,46.2,46.6,46.9,47.3,51.2,51.5,54.2,55.4,,,,11,1,28-Nov-2022,21,6,4,0
MOU001175,35,Agouti,Male,MOU000077,MOU000042,07-Nov-22,,,,456,1F,,,1,R004B_L01,,,E_2022_45_CEB,456,15.0,456,15.0,24.0,27.8,31.5,38.7,43.5,45.2,46.8,48.7,52.1,53.9,54.3,39.7,,,,11,1,28-Nov-2022,21,6,4,0
MOU001176,36,Black,Male,MOU000077,MOU000042,07-Nov-22,,,,456,1H,,,2,R004B_N01,,,E_2022_45_CEB,456,15.0,456,15.0,25.6,29.1,32.6,41.6,47.4,48.6,49.8,52.1,55.4,55.1,56.8,57.0,,,,11,1,28-Nov-2022,21,6,4,0
MOU001177,37,Light,Female,MOU000077,MOU000042,07-Nov-22,,,,456,1G,,,55,R003B_K02,,,E_2022_45_CEB,456,15.0,456,15.0,16.3,18.1,19.9,23.2,24.1,23.9,23.7,27.2,38.0,41.3,43.9,46.2,,,,11,1,28-Nov-2022,21,6,4,0
MOU001178,38,Agouti,Female,MOU000077,MOU000042,07-Nov-22,,,,456,1J,,,56,R003B_N01,,,E_2022_45_CEB,456,15.0,456,15.0,16.8,17.9,18.9,21.7,24.4,24.3,24.1,26.7,31.7,37.1,38.6,39.4,,,,11,1,28-Nov-2022,21,6,4,0
MOU001179,39,Black,Female,MOU000077,MOU000042,07-Nov-22,,,,456,1I,,,99,R003B_M10,Original 51,,E_2022_45_CEB,456,15.0,456,15.0,18.3,19.9,21.5,26.7,30.4,31.3,32.1,38.5,44.3,53.2,52.9,50.5,,,,11,1,28-Nov-2022,21,6,4,0
MOU001180,40,Black,Female,MOU000077,MOU000042,07-Nov-22,,,,456,1J,,,101,R003B_N10,Original 52,,E_2022_45_CEB,456,15.0,456,15.0,15.8,17.8,19.8,22.9,29.1,30.9,32.6,34.4,43.9,47.7,50.1,52.2,,,,11,1,28-Nov-2022,21,6,4,0
MOU001181,41,Agouti,Male,MOU000079,MOU000044,07-Nov-22,11-Dec-22,Found dead,0,34,,,,3,,,,E_2022_45_CEB,456,15.0,34,1.1,,,,,,,,,,,,,,,,11,1,28-Nov-2022,21,3,6,1
MOU001182,42,Agouti,Male,MOU000079,MOU000044,07-Nov-22,,,,456,1I,,,4,R004B_P01,,,E_2022_45_CEB,456,15.0,456,15.0,21.8,24.5,27.1,33.8,37.3,38.7,40.0,41.4,43.8,43.5,43.3,40.1,,,,11,1,28-Nov-2022,21,3,6,0
MOU001183,43,Agouti,Male,MOU000079,MOU000044,07-Nov-22,29-Nov-23,Fighting,1,387,1H,,,5,R004B_N02,,,E_2022_45_CEB,456,15.0,387,12.7,23.9,27.0,30.1,36.3,38.7,41.1,43.4,46.8,51.3,50.7,50.4,,,,,11,1,28-Nov-2022,21,3,6,1
MOU001184,44,Light,Female,MOU000079,MOU000044,07-Nov-22,,,,456,1J,,,101,R003B_N10,Original 53,,E_2022_45_CEB,456,15.0,456,15.0,18.7,20.0,21.3,23.6,26.1,27.5,28.8,29.2,34.2,39.2,41.3,43.9,,,,11,1,28-Nov-2022,21,3,6,0
MOU001185,45,Agouti,Female,MOU000079,MOU000044,07-Nov-22,,,,456,1I,,,54,R003B_M01,,,E_2022_45_CEB,456,15.0,456,15.0,17.6,18.3,19.0,24.3,24.6,26.8,28.9,28.5,30.1,36.0,39.9,41.0,,,,11,1,28-Nov-2022,21,3,6,0
MOU001186,46,Agouti,Female,MOU000079,MOU000044,07-Nov-22,,,,456,1G,,,55,R003B_K02,,,E_2022_45_CEB,456,15.0,456,15.0,16.1,18.1,20.1,23.8,28.8,29.3,29.8,29.3,40.7,46.2,46.6,47.8,,,,11,1,28-Nov-2022,21,3,6,0
MOU001187,47,Black,Female,MOU000079,MOU000044,07-Nov-22,,,,456,1J,,,56,R003B_N01,,,E_2022_45_CEB,456,15.0,456,15.0,17.5,19.3,21.0,25.3,33.3,36.9,40.5,40.1,48.6,51.5,57.3,53.7,,,,11,1,28-Nov-2022,21,3,6,0
MOU001188,48,Black,Female,MOU000079,MOU000044,07-Nov-22,,,,456,1F,,,51,R003B_J01,,,E_2022_45_CEB,456,15.0,456,15.0,16.5,18.7,20.9,26.3,33.3,38.0,42.6,44.5,51.4,52.8,57.9,57.4,,,,11,1,28-Nov-2022,21,3,6,0
MOU001189,49,Black,Female,MOU000079,MOU000044,07-Nov-22,,,,456,1I,,,99,R003B_M10,Original 52,,E_2022_45_CEB,456,15.0,456,15.0,18.5,21.2,23.9,26.8,34.0,36.2,38.4,43.8,52.3,54.7,55.6,59.9,,,,11,1,28-Nov-2022,21,3,6,0
MOU001190,50,Light,Male,MOU000086,MOU000002,07-Nov-22,,,,456,1G,,,6,R004B_M01,,,E_2022_45_CEB,456,15.0,456,15.0,22.3,26.0,29.6,34.5,38.1,38.9,39.7,42.6,45.8,45.6,46.6,46.9,,,,10,0,28-Nov-2022,21,5,5,0
MOU001191,51,Agouti,Male,MOU000086,MOU000002,07-Nov-22,10-Jan-24,Fighting,1,429,1F,,,1,R004B_L01,,,E_2022_45_CEB,456,15.0,429,14.1,24.3,30.0,35.7,46.3,50.6,52.0,53.4,55.3,59.1,59.9,61.5,53.3,,,,10,0,28-Nov-2022,21,5,5,1
MOU001192,52,Agouti,Male,MOU000086,MOU000002,07-Nov-22,,,,456,1H,,,2,R004B_N01,,,E_2022_45_CEB,456,15.0,456,15.0,22.6,25.8,28.9,33.9,36.1,37.2,38.2,40.1,44.3,46.4,48.8,48.3,,,,10,0,28-Nov-2022,21,5,5,0
MOU001193,53,Black,Male,MOU000086,MOU000002,07-Nov-22,11-Dec-22,Small,1,34,,,,3,,,,E_2022_45_CEB,456,15.0,34,1.1,,,,,,,,,,,,,,,,10,0,28-Nov-2022,21,5,5,1
MOU001194,54,Black,Male,MOU000086,MOU000002,07-Nov-22,,,,456,1I,,,4,R004B_P01,,,E_2022_45_CEB,456,15.0,456,15.0,19.3,21.7,24.1,33.3,39.5,41.8,44.0,45.4,50.9,52.1,53.9,53.9,,,,10,0,28-Nov-2022,21,5,5,0
MOU001195,55,Agouti,Female,MOU000086,MOU000002,07-Nov-22,,,,456,1H,,,53,R003B_L01,,,E_2022_45_CEB,456,15.0,456,15.0,19.1,21.3,23.4,31.1,37.4,38.2,39.0,42.7,53.2,57.4,58.6,56.4,,,,10,0,28-Nov-2022,21,5,5,0
MOU001196,56,Agouti,Female,MOU000086,MOU000002,07-Nov-22,,,,456,1I,,,54,R003B_M01,,,E_2022_45_CEB,456,15.0,456,15.0,18.6,19.7,20.7,23.9,25.9,27.7,29.5,30.4,35.2,37.7,38.3,38.4,,,,10,0,28-Nov-2022,21,5,5,0
MOU001197,57,Agouti,Female,MOU000086,MOU000002,07-Nov-22,,,,456,1G,,,55,R003B_K02,,,E_2022_45_CEB,456,15.0,456,15.0,12.9,14.1,15.3,17.0,19.4,19.6,19.8,22.0,25.3,29.1,30.3,30.5,,,,10,0,28-Nov-2022,21,5,5,0
MOU001198,58,Black,Female,MOU000086,MOU000002,07-Nov-22,,,,456,1J,,,56,R003B_N01,,,E_2022_45_CEB,456,15.0,456,15.0,16.4,18.6,20.7,23.3,28.1,31.8,35.4,32.6,45.6,48.7,51.4,51.7,,,,10,0,28-Nov-2022,21,5,5,0
MOU001199,59,Black,Female,MOU000086,MOU000002,07-Nov-22,,,,456,1F,,,57,R003B_J02,,,E_2022_45_CEB,456,15.0,456,15.0,19.0,20.6,22.2,26.0,31.6,33.1,34.6,37.5,46.9,52.2,53.6,58.3,,,,10,0,28-Nov-2022,21,5,5,0
MOU001200,60,Light,Male,MOU000087,MOU000003,07-Nov-22,,,,456,1H,,,5,R004B_N02,,,E_2022_45_CEB,456,15.0,456,15.0,22.6,26.3,29.9,38.7,44.2,46.2,48.1,48.5,53.2,53.0,52.9,55.5,,,,11,1,28-Nov-2022,21,4,6,0
MOU001201,61,Agouti,Male,MOU000087,MOU000003,07-Nov-22,,,,456,1G,,,6,R004B_M01,,,E_2022_45_CEB,456,15.0,456,15.0,22.5,25.6,28.6,34.5,37.7,39.1,40.4,42.8,45.4,48.1,48.4,48.1,,,,11,1,28-Nov-2022,21,4,6,0
MOU001202,62,Black,Male,MOU000087,MOU000003,07-Nov-22,,,,456,1F,,,7,R004B_L02,,,E_2022_45_CEB,456,15.0,456,15.0,21.7,24.7,27.6,33.7,38.6,40.7,42.8,43.3,48.4,51.3,50.9,51.8,,,,11,1,28-Nov-2022,21,4,6,0
MOU001203,63,Black,Male,MOU000087,MOU000003,07-Nov-22,10-Jan-24,Fighting,1,429,1H,,,8,R004B_N03,,,E_2022_45_CEB,456,15.0,429,14.1,22.3,25.3,28.2,30.8,36.8,37.8,38.8,40.1,45.7,47.0,49.8,37.5,,,,11,1,28-Nov-2022,21,4,6,1
MOU001204,64,Light,Female,MOU000087,MOU000003,07-Nov-22,,,,456,1H,,,58,R003B_L02,,,E_2022_45_CEB,456,15.0,456,15.0,20.6,21.8,22.9,30.6,32.4,31.4,30.3,37.0,47.6,50.0,53.2,53.1,,,,11,1,28-Nov-2022,21,4,6,0
MOU001205,65,Light,Female,MOU000087,MOU000003,07-Nov-22,,,,456,1J,,,59,R003B_N02,,,E_2022_45_CEB,456,15.0,456,15.0,19.7,20.3,20.9,24.3,24.7,25.0,25.2,25.3,32.0,35.1,39.5,38.6,,,,11,1,28-Nov-2022,21,4,6,0
MOU001206,66,Agouti,Female,MOU000087,MOU000003,07-Nov-22,,,,456,1I,,,60,R003B_M02,,,E_2022_45_CEB,456,15.0,456,15.0,19.1,20.8,22.4,29.0,36.9,38.6,40.3,42.2,50.5,54.8,55.5,56.9,,,,11,1,28-Nov-2022,21,4,6,0
MOU001207,67,Agouti,Female,MOU000087,MOU000003,07-Nov-22,,,,456,1G,,,61,R003B_K03,,,E_2022_45_CEB,456,15.0,456,15.0,17.4,18.8,20.1,22.0,28.1,28.2,28.2,33.8,38.4,42.3,46.1,47.7,,,,11,1,28-Nov-2022,21,4,6,0
MOU001208,68,Black,Female,MOU000087,MOU000003,07-Nov-22,,,,456,1I,,,62,R003B_M03,,,E_2022_45_CEB,456,15.0,456,15.0,17.3,18.6,19.9,22.7,24.5,26.2,27.9,29.4,31.4,36.7,40.9,40.4,,,,11,1,28-Nov-2022,21,4,6,0
MOU001209,69,Black,Female,MOU000087,MOU000003,07-Nov-22,,,,456,1F,,,57,R003B_J02,,,E_2022_45_CEB,456,15.0,456,15.0,18.3,19.4,20.5,23.1,28.3,29.9,31.4,34.4,42.5,45.5,46.5,46.8,,,,11,1,28-Nov-2022,21,4,6,0
MOU001210,70,Agouti,Male,MOU000072,MOU000001,07-Nov-22,11-Oct-23,Found dead,0,338,1I,,,9,R004B_P02,,,E_2022_45_CEB,456,15.0,338,11.1,21.3,24.8,28.3,36.6,41.1,42.4,43.6,45.2,49.4,52.1,,,,,,13,3,28-Nov-2022,21,4,5,1
MOU001211,71,Agouti,Male,MOU000072,MOU000001,07-Nov-22,,,,456,1G,,,10,R004B_M02,,,E_2022_45_CEB,456,15.0,456,15.0,22.0,24.8,27.6,31.2,33.8,35.9,37.9,40.7,46.2,46.7,47.6,50.1,,,,13,3,28-Nov-2022,21,4,5,0
MOU001212,72,Agouti,Male,MOU000072,MOU000001,07-Nov-22,,,,456,1G,,,11,R004B_M03,,,E_2022_45_CEB,456,15.0,456,15.0,22.5,24.1,25.7,29.3,31.2,32.2,33.2,35.0,39.4,39.9,45.9,48.4,,,,13,3,28-Nov-2022,21,4,5,0
MOU001213,73,Black,Male,MOU000072,MOU000001,07-Nov-22,,,,456,1I,,,12,R004B_P03,,,E_2022_45_CEB,456,15.0,456,15.0,21.1,23.2,25.2,30.7,38.3,40.6,42.9,44.9,48.1,53.9,51.9,51.1,,,,13,3,28-Nov-2022,21,4,5,0
MOU001214,74,Agouti,Female,MOU000072,MOU000001,07-Nov-22,,,,456,1H,,,58,R003B_L02,,,E_2022_45_CEB,456,15.0,456,15.0,17.3,18.6,19.8,22.2,24.6,25.6,26.6,28.9,32.0,37.2,38.5,38.3,,,,13,3,28-Nov-2022,21,4,5,0
MOU001215,75,Agouti,Female,MOU000072,MOU000001,07-Nov-22,,,,456,1J,,,59,R003B_N02,,,E_2022_45_CEB,456,15.0,456,15.0,16.4,18.1,19.8,24.3,29.5,31.2,32.8,35.2,44.8,47.3,49.2,51.2,,,,13,3,28-Nov-2022,21,4,5,0
MOU001216,76,Agouti,Female,MOU000072,MOU000001,07-Nov-22,,,,456,1I,,,60,R003B_M02,,,E_2022_45_CEB,456,15.0,456,15.0,15.6,17.1,18.6,25.2,30.2,34.1,37.9,38.3,46.2,51.2,51.0,53.0,,,,13,3,28-Nov-2022,21,4,5,0
MOU001217,77,Black,Female,MOU000072,MOU000001,07-Nov-22,,,,456,1G,,,61,R003B_K03,,,E_2022_45_CEB,456,15.0,456,15.0,17.4,19.1,20.8,24.6,32.7,35.7,38.7,41.1,49.4,59.0,62.8,65.8,,,,13,3,28-Nov-2022,21,4,5,0
MOU001218,78,Black,Female,MOU000072,MOU000001,07-Nov-22,,,,456,1I,,,62,R003B_M03,,,E_2022_45_CEB,456,15.0,456,15.0,15.8,17.4,18.9,24.3,25.2,26.0,26.7,28.2,33.6,38.5,42.5,40.5,,,,13,3,28-Nov-2022,21,4,5,0
MOU001219,79,Brown,Male,MOU000054,MOU000011,07-Nov-22,9-May-23,Fighting,1,183,1F,,,7,R004B_L02,,,E_2022_45_CEB,456,15.0,183,6.0,22.3,24.9,27.5,32.4,37.7,39.0,40.3,37.7,,,,,,,,14,4,28-Nov-2022,21,5,5,1
MOU001220,80,Agouti,Male,MOU000054,MOU000011,07-Nov-22,,,,456,1H,,,8,R004B_N03,,,E_2022_45_CEB,456,15.0,456,15.0,22.9,25.0,27.1,32.6,38.1,39.8,41.5,43.2,46.7,46.1,44.9,41.5,,,,14,4,28-Nov-2022,21,5,5,0
MOU001221,81,Agouti,Male,MOU000054,MOU000011,07-Nov-22,,,,456,1I,,,9,R004B_P02,,,E_2022_45_CEB,456,15.0,456,15.0,21.5,24.1,26.6,32.7,38.6,39.7,40.7,41.3,43.8,44.1,46.6,47.5,,,,14,4,28-Nov-2022,21,5,5,0
MOU001222,82,Black,Male,MOU000054,MOU000011,07-Nov-22,,,,456,1G,,,10,R004B_M02,,,E_2022_45_CEB,456,15.0,456,15.0,23.7,27.9,32.0,37.1,38.9,37.7,36.4,41.1,48.6,47.7,53.3,43.2,,,,14,4,28-Nov-2022,21,5,5,0
